No;Ruang;Kapasitas;Peserta;Kode MK;Kurikulum;Nama MK;Nama Kelas;Dosen;Waktu;Hari;Jam;Jam Masuk;Jam Keluar;Program Studi
201;A5.03 (Ged Baru);80;22;CSIM102113;06.00.12.01-2024;Pengantar Statistika;Pengstat B;Dr. Siti Aminah, S.Kom., M.Kom.;Kamis, 16:00 - 17:40;Kamis;16:00 - 17:40;16:00;17:40;S1 - Sistem Informasi
202;A5.03 (Ged Baru);80;59;CSAM601010;10.00.12.01-2026;Logika dan Struktur Diskret;Struktur Diskret;Ari Saptawijaya, S.Kom., M.Sc., Ph.D.;Jumat, 09:00 - 10:40;Jumat;09:00 - 10:40;09:00;10:40;S1 - Kecerdasan Artifisial
203;A5.51 (Ged Baru);100;14;CSIM102113;06.00.12.01-2024;Pengantar Statistika;Pengstat C;Prof. Dr. Achmad Nizar Hidayanto, S.Kom., M.Kom.;Senin, 10:00 - 11:40;Senin;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
204;A5.51 (Ged Baru);100;14;CSIM102113;06.00.12.01-2024;Pengantar Statistika;Pengstat C;Kamila Alifia Imanuddin, M.T.I.;Senin, 10:00 - 11:40;Senin;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
205;A5.51 (Ged Baru);100;19;CSIE604160;06.00.12.01-2024;E-Dagang;E-Dagang B;Imairi Eitiveni, S.Kom., M.Kom., Ph.D.;Senin, 13:00 - 14:40;Senin;13:00 - 14:40;13:00;14:40;S1 - Sistem Informasi
206;A5.51 (Ged Baru);100;19;CSIE604160;06.00.12.01-2024;E-Dagang;E-Dagang B;Shabrina Salsabila Kurniawan, M.Kom.;Senin, 13:00 - 14:40;Senin;13:00 - 14:40;13:00;14:40;S1 - Sistem Informasi
207;A5.51 (Ged Baru);100;46;CSGE601010;06.00.12.01-2024;Matematika Diskret 1;MatDis 1-E;Dr. Ika Alfina, S.Kom., M.Kom.;Selasa, 10:00 - 11:40;Selasa;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
208;A5.51 (Ged Baru);100;40;CSGE601010;06.00.12.01-2024;Matematika Diskret 1;MatDis 1-F;Dr. Ika Alfina, S.Kom., M.Kom.;Selasa, 13:00 - 14:40;Selasa;13:00 - 14:40;13:00;14:40;S1 - Sistem Informasi
209;A5.51 (Ged Baru);100;14;CSIM102113;06.00.12.01-2024;Pengantar Statistika;Pengstat C;Kamila Alifia Imanuddin, M.T.I.;Rabu, 10:00 - 11:40;Rabu;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
210;A5.51 (Ged Baru);100;14;CSIM102113;06.00.12.01-2024;Pengantar Statistika;Pengstat C;Prof. Dr. Achmad Nizar Hidayanto, S.Kom., M.Kom.;Rabu, 10:00 - 11:40;Rabu;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
211;A5.51 (Ged Baru);100;19;CSIE604160;06.00.12.01-2024;E-Dagang;E-Dagang B;Shabrina Salsabila Kurniawan, M.Kom.;Rabu, 14:00 - 14:50;Rabu;14:00 - 14:50;14:00;14:50;S1 - Sistem Informasi
212;A5.51 (Ged Baru);100;19;CSIE604160;06.00.12.01-2024;E-Dagang;E-Dagang B;Imairi Eitiveni, S.Kom., M.Kom., Ph.D.;Rabu, 14:00 - 14:50;Rabu;14:00 - 14:50;14:00;14:50;S1 - Sistem Informasi
213;A5.51 (Ged Baru);100;46;CSGE601010;06.00.12.01-2024;Matematika Diskret 1;MatDis 1-E;Dr. Ika Alfina, S.Kom., M.Kom.;Kamis, 10:00 - 10:50;Kamis;10:00 - 10:50;10:00;10:50;S1 - Sistem Informasi
214;A5.51 (Ged Baru);100;40;CSGE601010;06.00.12.01-2024;Matematika Diskret 1;MatDis 1-F;Dr. Ika Alfina, S.Kom., M.Kom.;Kamis, 11:00 - 11:50;Kamis;11:00 - 11:50;11:00;11:50;S1 - Sistem Informasi
215;A5.51 (Ged Baru);100;14;CSIM102113;06.00.12.01-2024;Pengantar Statistika;Pengstat C;Prof. Dr. Achmad Nizar Hidayanto, S.Kom., M.Kom.;Kamis, 16:00 - 17:40;Kamis;16:00 - 17:40;16:00;17:40;S1 - Sistem Informasi
216;A5.51 (Ged Baru);100;14;CSIM102113;06.00.12.01-2024;Pengantar Statistika;Pengstat C;Kamila Alifia Imanuddin, M.T.I.;Kamis, 16:00 - 17:40;Kamis;16:00 - 17:40;16:00;17:40;S1 - Sistem Informasi
217;A5.51 (Ged Baru);100;46;CSGE601010;06.00.12.01-2024;Matematika Diskret 1;MatDis 1-E;Dr. Ika Alfina, S.Kom., M.Kom.;Jumat, 08:00 - 08:50;Jumat;08:00 - 08:50;08:00;08:50;S1 - Sistem Informasi
218;A6.01 (Ged Baru);100;52;UIGE600004;06.00.12.01-2024;MPK Agama;Islam-Fasilkom H;Chairul Anam, S.Ag., S.H., M.H.;Senin, 08:00 - 09:40;Senin;08:00 - 09:40;08:00;09:40;S1 - Sistem Informasi
219;A6.01 (Ged Baru);100;39;CSGE601020;06.00.12.01-2024;Dasar-Dasar Pemrograman 1;DDP 1 H;Lulu Ilmaknun Qurotaini, M.DataSc;Senin, 10:00 - 11:40;Senin;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
220;A6.01 (Ged Baru);100;39;CSGE601020;06.00.12.01-2024;Dasar-Dasar Pemrograman 1;DDP 1 H;Ichlasul Affan, S.Kom., M.Kom.;Senin, 10:00 - 11:40;Senin;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
221;A6.01 (Ged Baru);100;60;CSGE601020;06.00.12.01-2024;Dasar-Dasar Pemrograman 1;DDP 1 G;Muhammad Febrian Rachmadi, S.Kom., M.Sc., Ph.D.;Senin, 13:00 - 14:40;Senin;13:00 - 14:40;13:00;14:40;S1 - Sistem Informasi
222;A6.01 (Ged Baru);100;60;CSGE601020;06.00.12.01-2024;Dasar-Dasar Pemrograman 1;DDP 1 G;Alfan Farizki Wicaksono, S.T., M.Sc., Ph.D.;Senin, 13:00 - 14:40;Senin;13:00 - 14:40;13:00;14:40;S1 - Sistem Informasi
223;A6.01 (Ged Baru);100;10;CSIM603183;06.00.12.01-2024;Analisis dan Perancangan Sistem Informasi;Anaperancis C;Puspa Indahati Sandhyaduhita, S.T., M.Sc., Ph.D.;Selasa, 08:00 - 09:40;Selasa;08:00 - 09:40;08:00;09:40;S1 - Sistem Informasi
224;A6.01 (Ged Baru);100;12;CSIM603183;06.00.12.01-2024;Analisis dan Perancangan Sistem Informasi;Anaperancis A;Dr. Widia Resti Fitriani, S.Kom., M.Kom.;Selasa, 10:00 - 11:40;Selasa;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
225;A6.01 (Ged Baru);100;2;CSIM603229;06.00.12.01-2024;Proyek Pengembangan Sistem Informasi;Propensi A;Hana Fitriani, S.Kom., M.Sc.;Selasa, 13:00 - 15:00;Selasa;13:00 - 15:00;13:00;15:00;S1 - Sistem Informasi
226;A6.01 (Ged Baru);100;2;CSIM603229;06.00.12.01-2024;Proyek Pengembangan Sistem Informasi;Propensi A;Dr. Nabila Clydea Harahap, S.Kom., M.Kom.;Selasa, 13:00 - 15:00;Selasa;13:00 - 15:00;13:00;15:00;S1 - Sistem Informasi
227;A6.01 (Ged Baru);100;34;CSGE601012;06.00.12.01-2024;Kalkulus 1;Kalkulus 1 G;Muhammad Okky Ibrohim, S.Mat., M.Kom., Ph.D.;Selasa, 16:00 - 16:50;Selasa;16:00 - 16:50;16:00;16:50;S1 - Sistem Informasi
228;A6.01 (Ged Baru);100;39;CSGE601020;06.00.12.01-2024;Dasar-Dasar Pemrograman 1;DDP 1 H;Ichlasul Affan, S.Kom., M.Kom.;Rabu, 10:00 - 11:40;Rabu;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
229;A6.01 (Ged Baru);100;39;CSGE601020;06.00.12.01-2024;Dasar-Dasar Pemrograman 1;DDP 1 H;Lulu Ilmaknun Qurotaini, M.DataSc;Rabu, 10:00 - 11:40;Rabu;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
230;A6.01 (Ged Baru);100;60;CSGE601020;06.00.12.01-2024;Dasar-Dasar Pemrograman 1;DDP 1 G;Muhammad Febrian Rachmadi, S.Kom., M.Sc., Ph.D.;Rabu, 14:00 - 15:40;Rabu;14:00 - 15:40;14:00;15:40;S1 - Sistem Informasi
231;A6.01 (Ged Baru);100;60;CSGE601020;06.00.12.01-2024;Dasar-Dasar Pemrograman 1;DDP 1 G;Alfan Farizki Wicaksono, S.T., M.Sc., Ph.D.;Rabu, 14:00 - 15:40;Rabu;14:00 - 15:40;14:00;15:40;S1 - Sistem Informasi
232;A6.01 (Ged Baru);100;10;CSIM603183;06.00.12.01-2024;Analisis dan Perancangan Sistem Informasi;Anaperancis C;Puspa Indahati Sandhyaduhita, S.T., M.Sc., Ph.D.;Kamis, 09:00 - 09:50;Kamis;09:00 - 09:50;09:00;09:50;S1 - Sistem Informasi
233;A6.01 (Ged Baru);100;3;CSGE603091;06.00.12.01-2024;Metodologi Penelitian & Penulisan Ilmiah;MPPI A;Prof. Dr. Putu Wuri Handayani, S.Kom., M.Sc.;Kamis, 11:00 - 11:50;Kamis;11:00 - 11:50;11:00;11:50;S1 - Sistem Informasi
234;A6.01 (Ged Baru);100;2;CSIM603229;06.00.12.01-2024;Proyek Pengembangan Sistem Informasi;Propensi A;Hana Fitriani, S.Kom., M.Sc.;Kamis, 13:00 - 15:00;Kamis;13:00 - 15:00;13:00;15:00;S1 - Sistem Informasi
235;A6.01 (Ged Baru);100;2;CSIM603229;06.00.12.01-2024;Proyek Pengembangan Sistem Informasi;Propensi A;Dr. Nabila Clydea Harahap, S.Kom., M.Kom.;Kamis, 13:00 - 15:00;Kamis;13:00 - 15:00;13:00;15:00;S1 - Sistem Informasi
236;A6.01 (Ged Baru);100;43;CSGE601010;06.00.12.01-2024;Matematika Diskret 1;MatDis 1-G;Dr. Dina Chahyati, S.Kom., M.Kom.;Jumat, 08:00 - 08:50;Jumat;08:00 - 08:50;08:00;08:50;S1 - Sistem Informasi
237;A6.02 (Ged Baru);80;11;CSGE601021;01.00.12.01-2024;Dasar-Dasar Pemrograman 2;DDP 2 B;Ilma Ainur Rohma, S.Kom., M.Kom.;Senin, 08:00 - 09:40;Senin;08:00 - 09:40;08:00;09:40;S1 - Ilmu Komputer
238;A6.02 (Ged Baru);80;47;CSGE601020;06.00.12.01-2024;Dasar-Dasar Pemrograman 1;DDP 1 D;Iis Afriyanti, S.Kom., M.Sc.;Senin, 10:00 - 11:40;Senin;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
239;A6.02 (Ged Baru);80;56;CSGE602022;01.00.12.01-2024;Pemrograman Berbasis Platform;PBP B;Jessica Naraiswari Arwidarasti, S.Kom., M.Kom.;Senin, 13:00 - 14:40;Senin;13:00 - 14:40;13:00;14:40;S1 - Ilmu Komputer
240;A6.02 (Ged Baru);80;56;CSGE602022;01.00.12.01-2024;Pemrograman Berbasis Platform;PBP B;Iis Afriyanti, S.Kom., M.Sc.;Senin, 13:00 - 14:40;Senin;13:00 - 14:40;13:00;14:40;S1 - Ilmu Komputer
241;A6.02 (Ged Baru);80;21;CSGE602022;01.00.12.01-2024;Pemrograman Berbasis Platform;PBP A;Jessica Naraiswari Arwidarasti, S.Kom., M.Kom.;Senin, 15:00 - 16:40;Senin;15:00 - 16:40;15:00;16:40;S1 - Ilmu Komputer
242;A6.02 (Ged Baru);80;15;CSIM603026;06.00.12.01-2024;Arsitektur & Pemrograman Aplikasi Perush.;APAP A;I Putu Edy Suardiyana Putra, S.Kom., M.Kom., Ph.D.;Selasa, 08:00 - 09:40;Selasa;08:00 - 09:40;08:00;09:40;S1 - Sistem Informasi
243;A6.02 (Ged Baru);80;17;CSIM603183;06.00.12.01-2024;Analisis dan Perancangan Sistem Informasi;Anaperancis B;Dr. Nabila Clydea Harahap, S.Kom., M.Kom.;Selasa, 10:00 - 11:40;Selasa;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
244;A6.02 (Ged Baru);80;12;CSCE604133;01.00.12.01-2024;Computer Vision;Computer Vision A;Muhammad Febrian Rachmadi, S.Kom., M.Sc., Ph.D.;Selasa, 13:00 - 14:40;Selasa;13:00 - 14:40;13:00;14:40;S1 - Ilmu Komputer
245;A6.02 (Ged Baru);80;31;CSIM602281;06.00.12.01-2024;Manajemen Proyek Teknologi Informasi;Manpro TI;Dr. Ave Adriana Pinem, S.Kom., M.Kom.;Selasa, 16:00 - 17:40;Selasa;16:00 - 17:40;16:00;17:40;S1 - Sistem Informasi
246;A6.02 (Ged Baru);80;11;CSGE601021;01.00.12.01-2024;Dasar-Dasar Pemrograman 2;DDP 2 B;Ilma Ainur Rohma, S.Kom., M.Kom.;Rabu, 08:00 - 09:40;Rabu;08:00 - 09:40;08:00;09:40;S1 - Ilmu Komputer
247;A6.02 (Ged Baru);80;47;CSGE601020;06.00.12.01-2024;Dasar-Dasar Pemrograman 1;DDP 1 D;Iis Afriyanti, S.Kom., M.Sc.;Rabu, 10:00 - 11:40;Rabu;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
248;A6.02 (Ged Baru);80;15;CSIM603026;06.00.12.01-2024;Arsitektur & Pemrograman Aplikasi Perush.;APAP A;I Putu Edy Suardiyana Putra, S.Kom., M.Kom., Ph.D.;Kamis, 08:00 - 09:40;Kamis;08:00 - 09:40;08:00;09:40;S1 - Sistem Informasi
249;A6.02 (Ged Baru);80;17;CSIM603183;06.00.12.01-2024;Analisis dan Perancangan Sistem Informasi;Anaperancis B;Dr. Nabila Clydea Harahap, S.Kom., M.Kom.;Kamis, 11:00 - 11:50;Kamis;11:00 - 11:50;11:00;11:50;S1 - Sistem Informasi
250;A6.02 (Ged Baru);80;33;CSCM602013;01.00.12.01-2024;Statistika dan Probabilitas;StatProb A;Vektor Dewanto, S.T., M.Eng., Ph.D.;Kamis, 16:00 - 17:40;Kamis;16:00 - 17:40;16:00;17:40;S1 - Ilmu Komputer
251;A6.02 (Ged Baru);80;33;CSCM602013;01.00.12.01-2024;Statistika dan Probabilitas;StatProb A;Muhammad Febrian Rachmadi, S.Kom., M.Sc., Ph.D.;Kamis, 16:00 - 17:40;Kamis;16:00 - 17:40;16:00;17:40;S1 - Ilmu Komputer
252;A6.02 (Ged Baru);80;45;CSGE601010;06.00.12.01-2024;Matematika Diskret 1;MatDis 1-D;Arlisa Yuliawati, S.Kom., M.Kom.;Jumat, 08:00 - 08:50;Jumat;08:00 - 08:50;08:00;08:50;S1 - Sistem Informasi
253;A6.02 (Ged Baru);80;31;CSIM602281;06.00.12.01-2024;Manajemen Proyek Teknologi Informasi;Manpro TI;Dr. Ave Adriana Pinem, S.Kom., M.Kom.;Jumat, 09:00 - 09:50;Jumat;09:00 - 09:50;09:00;09:50;S1 - Sistem Informasi
254;A6.07 (Ged Baru);80;53;UIGE600004;06.00.12.01-2024;MPK Agama;Islam-Fasilkom A;Dr. Eneng Ervi Siti Zahroh Zidni, M.Si.;Senin, 08:00 - 09:40;Senin;08:00 - 09:40;08:00;09:40;S1 - Sistem Informasi
255;A6.07 (Ged Baru);80;64;CSCM601150;01.00.12.01-2024;Pengantar Sistem Digital;PSD B;Dr. Ir. Erdefi Rakun, M.Sc.;Senin, 10:00 - 11:40;Senin;10:00 - 11:40;10:00;11:40;S1 - Ilmu Komputer
256;A6.07 (Ged Baru);80;64;CSCM601150;01.00.12.01-2024;Pengantar Sistem Digital;PSD B;Arawinda Dinakaramani, S.Kom., M.Hum.;Senin, 10:00 - 11:40;Senin;10:00 - 11:40;10:00;11:40;S1 - Ilmu Komputer
257;A6.07 (Ged Baru);80;69;CSCM601150;01.00.12.01-2024;Pengantar Sistem Digital;PSD C;Dr. Ir. Erdefi Rakun, M.Sc.;Senin, 13:00 - 14:40;Senin;13:00 - 14:40;13:00;14:40;S1 - Ilmu Komputer
258;A6.07 (Ged Baru);80;33;CSGE602022;01.00.12.01-2024;Pemrograman Berbasis Platform;PBP C;Arawinda Dinakaramani, S.Kom., M.Hum.;Senin, 15:00 - 16:40;Senin;15:00 - 16:40;15:00;16:40;S1 - Ilmu Komputer
259;A6.07 (Ged Baru);80;13;CSCM601213;01.00.12.01-2024;Kalkulus 2;Kalkulus 2 A;Prof. Drs. T. Basaruddin, M.Sc., Ph.D.;Selasa, 08:00 - 09:40;Selasa;08:00 - 09:40;08:00;09:40;S1 - Ilmu Komputer
260;A6.07 (Ged Baru);80;59;CSAM601012;10.00.12.01-2026;Struktur Linear;Struktur Linear;Alfan Farizki Wicaksono, S.T., M.Sc., Ph.D.;Selasa, 10:00 - 11:40;Selasa;10:00 - 11:40;10:00;11:40;S1 - Kecerdasan Artifisial
261;A6.07 (Ged Baru);80;31;CSGE602040;01.00.12.01-2024;Struktur Data & Algoritma;SDA B;LINTANG MATAHARI HASANI, S.Kom., M.Kom., Ph.D.;Selasa, 13:00 - 14:40;Selasa;13:00 - 14:40;13:00;14:40;S1 - Ilmu Komputer
262;A6.07 (Ged Baru);80;44;CSGE602040;01.00.12.01-2024;Struktur Data & Algoritma;SDA D;LINTANG MATAHARI HASANI, S.Kom., M.Kom., Ph.D.;Selasa, 15:00 - 16:40;Selasa;15:00 - 16:40;15:00;16:40;S1 - Ilmu Komputer
263;A6.07 (Ged Baru);80;64;CSCM601150;01.00.12.01-2024;Pengantar Sistem Digital;PSD B;Arawinda Dinakaramani, S.Kom., M.Hum.;Rabu, 10:00 - 11:40;Rabu;10:00 - 11:40;10:00;11:40;S1 - Ilmu Komputer
264;A6.07 (Ged Baru);80;64;CSCM601150;01.00.12.01-2024;Pengantar Sistem Digital;PSD B;Dr. Ir. Erdefi Rakun, M.Sc.;Rabu, 10:00 - 11:40;Rabu;10:00 - 11:40;10:00;11:40;S1 - Ilmu Komputer
265;A6.07 (Ged Baru);80;69;CSCM601150;01.00.12.01-2024;Pengantar Sistem Digital;PSD C;Dr. Ir. Erdefi Rakun, M.Sc.;Rabu, 14:00 - 15:40;Rabu;14:00 - 15:40;14:00;15:40;S1 - Ilmu Komputer
266;A6.07 (Ged Baru);80;31;CSGE602040;01.00.12.01-2024;Struktur Data & Algoritma;SDA B;LINTANG MATAHARI HASANI, S.Kom., M.Kom., Ph.D.;Kamis, 08:00 - 09:40;Kamis;08:00 - 09:40;08:00;09:40;S1 - Ilmu Komputer
267;A6.07 (Ged Baru);80;44;CSGE602040;01.00.12.01-2024;Struktur Data & Algoritma;SDA D;LINTANG MATAHARI HASANI, S.Kom., M.Kom., Ph.D.;Kamis, 10:00 - 11:40;Kamis;10:00 - 11:40;10:00;11:40;S1 - Ilmu Komputer
268;A6.07 (Ged Baru);80;46;CSCM602013;01.00.12.01-2024;Statistika dan Probabilitas;StatProb B;Muhammad Febrian Rachmadi, S.Kom., M.Sc., Ph.D.;Kamis, 16:00 - 17:40;Kamis;16:00 - 17:40;16:00;17:40;S1 - Ilmu Komputer
269;A6.07 (Ged Baru);80;13;CSCM601213;01.00.12.01-2024;Kalkulus 2;Kalkulus 2 A;Prof. Drs. T. Basaruddin, M.Sc., Ph.D.;Jumat, 08:00 - 08:50;Jumat;08:00 - 08:50;08:00;08:50;S1 - Ilmu Komputer
270;A6.07 (Ged Baru);80;59;CSAM601012;10.00.12.01-2026;Struktur Linear;Struktur Linear;Alfan Farizki Wicaksono, S.T., M.Sc., Ph.D.;Jumat, 16:00 - 16:50;Jumat;16:00 - 16:50;16:00;16:50;S1 - Kecerdasan Artifisial
271;A6.08 (Ged Baru);80;58;UIGE600004;06.00.12.01-2024;MPK Agama;Islam-Fasilkom B;Moch. Musoffa, M.H.;Senin, 08:00 - 09:40;Senin;08:00 - 09:40;08:00;09:40;S1 - Sistem Informasi
272;A6.08 (Ged Baru);80;40;CSGE601020;06.00.12.01-2024;Dasar-Dasar Pemrograman 1;DDP 1 E;Dr.rer.nat. Fariz Darari, S.Kom., M.Sc.;Senin, 10:00 - 11:40;Senin;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
273;A6.08 (Ged Baru);80;48;CSGE601020;06.00.12.01-2024;Dasar-Dasar Pemrograman 1;DDP 1 C;Ichlasul Affan, S.Kom., M.Kom.;Senin, 13:00 - 14:40;Senin;13:00 - 14:40;13:00;14:40;S1 - Sistem Informasi
274;A6.08 (Ged Baru);80;20;CSIM603026;06.00.12.01-2024;Arsitektur & Pemrograman Aplikasi Perush.;APAP C;Muhammad Mishbah, S.Kom., M.Kom.;Selasa, 08:00 - 09:40;Selasa;08:00 - 09:40;08:00;09:40;S1 - Sistem Informasi
275;A6.08 (Ged Baru);80;20;CSIM603026;06.00.12.01-2024;Arsitektur & Pemrograman Aplikasi Perush.;APAP C;Satrio Baskoro Yudhoatmojo, S.Kom., M.T.I., Ph.D.;Selasa, 08:00 - 09:40;Selasa;08:00 - 09:40;08:00;09:40;S1 - Sistem Informasi
276;A6.08 (Ged Baru);80;18;CSIM603026;06.00.12.01-2024;Arsitektur & Pemrograman Aplikasi Perush.;APAP B;Satrio Baskoro Yudhoatmojo, S.Kom., M.T.I., Ph.D.;Selasa, 10:00 - 11:40;Selasa;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
277;A6.08 (Ged Baru);80;13;CSCE604133;01.00.12.01-2024;Computer Vision;Computer Vision B;Dr.Eng. Laksmita Rahadianti, S.Kom., M.Sc.;Selasa, 13:00 - 14:40;Selasa;13:00 - 14:40;13:00;14:40;S1 - Ilmu Komputer
278;A6.08 (Ged Baru);80;10;CSCE604174;06.00.12.01-2024;Basis Data Lanjut;Banjut A;Hendrie Gunawan, S.Kom., M.S.M.;Selasa, 15:00 - 15:50;Selasa;15:00 - 15:50;15:00;15:50;S1 - Sistem Informasi
279;A6.08 (Ged Baru);80;13;CSIE604285;06.00.12.01-2024;Sistem Informasi Sumber Daya Manusia;SISDM A;Annisa Monicha Sari, S.Kom., M.Kom.;Selasa, 16:00 - 16:50;Selasa;16:00 - 16:50;16:00;16:50;S1 - Sistem Informasi
280;A6.08 (Ged Baru);80;8;CSIE604163;06.00.12.01-2024;Manajemen Hubungan Pelanggan;MHP B;Dr. Yekti Wirani, S.T., M.T.I.;Rabu, 09:00 - 09:50;Rabu;09:00 - 09:50;09:00;09:50;S1 - Sistem Informasi
281;A6.08 (Ged Baru);80;40;CSGE601020;06.00.12.01-2024;Dasar-Dasar Pemrograman 1;DDP 1 E;Dr.rer.nat. Fariz Darari, S.Kom., M.Sc.;Rabu, 10:00 - 11:40;Rabu;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
282;A6.08 (Ged Baru);80;48;CSGE601020;06.00.12.01-2024;Dasar-Dasar Pemrograman 1;DDP 1 C;Ichlasul Affan, S.Kom., M.Kom.;Rabu, 14:00 - 15:40;Rabu;14:00 - 15:40;14:00;15:40;S1 - Sistem Informasi
283;A6.08 (Ged Baru);80;20;CSIM603026;06.00.12.01-2024;Arsitektur & Pemrograman Aplikasi Perush.;APAP C;Satrio Baskoro Yudhoatmojo, S.Kom., M.T.I., Ph.D.;Kamis, 08:00 - 09:40;Kamis;08:00 - 09:40;08:00;09:40;S1 - Sistem Informasi
284;A6.08 (Ged Baru);80;20;CSIM603026;06.00.12.01-2024;Arsitektur & Pemrograman Aplikasi Perush.;APAP C;Muhammad Mishbah, S.Kom., M.Kom.;Kamis, 08:00 - 09:40;Kamis;08:00 - 09:40;08:00;09:40;S1 - Sistem Informasi
285;A6.08 (Ged Baru);80;18;CSIM603026;06.00.12.01-2024;Arsitektur & Pemrograman Aplikasi Perush.;APAP B;Satrio Baskoro Yudhoatmojo, S.Kom., M.T.I., Ph.D.;Kamis, 10:00 - 11:40;Kamis;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
286;A6.08 (Ged Baru);80;10;CSCE604174;06.00.12.01-2024;Basis Data Lanjut;Banjut A;Hendrie Gunawan, S.Kom., M.S.M.;Kamis, 14:00 - 15:40;Kamis;14:00 - 15:40;14:00;15:40;S1 - Sistem Informasi
287;A6.08 (Ged Baru);80;66;CSCM602013;01.00.12.01-2024;Statistika dan Probabilitas;StatProb C;Rahmad Mahendra, S.Kom., M.Sc., Ph.D.;Kamis, 16:00 - 17:40;Kamis;16:00 - 17:40;16:00;17:40;S1 - Ilmu Komputer
288;A6.08 (Ged Baru);80;50;CSGE601010;06.00.12.01-2024;Matematika Diskret 1;MatDis 1-C;Dr. Tusty Nadia Maghfira, S.Kom., M.Kom.;Jumat, 08:00 - 08:50;Jumat;08:00 - 08:50;08:00;08:50;S1 - Sistem Informasi
289;A6.08 (Ged Baru);80;31;CSGE602012;01.00.12.01-2024;Aljabar Linier;Alin D;Lulu Ilmaknun Qurotaini, M.DataSc;Jumat, 09:00 - 09:50;Jumat;09:00 - 09:50;09:00;09:50;S1 - Ilmu Komputer
290;A6.08 (Ged Baru);80;13;CSIE604285;06.00.12.01-2024;Sistem Informasi Sumber Daya Manusia;SISDM A;Annisa Monicha Sari, S.Kom., M.Kom.;Jumat, 15:00 - 16:40;Jumat;15:00 - 16:40;15:00;16:40;S1 - Sistem Informasi
291;A6.09 (Ged Baru);80;20;UIGE600004;06.00.12.01-2024;MPK Agama;Islam-Fasilkom E;Dr. Subur Wijaya, M.Pd.;Senin, 08:00 - 09:40;Senin;08:00 - 09:40;08:00;09:40;S1 - Sistem Informasi
292;A6.09 (Ged Baru);80;29;CSIM102113;06.00.12.01-2024;Pengantar Statistika;Pengstat D;Larastri Kumaralalita, S.Kom., M.Sc., Ph.D.;Senin, 10:00 - 11:40;Senin;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
293;A6.09 (Ged Baru);80;52;CSGE601020;06.00.12.01-2024;Dasar-Dasar Pemrograman 1;DDP 1 F;Ibad Rahadian Saladdin, S.Kom., M.T.I.;Senin, 13:00 - 14:40;Senin;13:00 - 14:40;13:00;14:40;S1 - Sistem Informasi
294;A6.09 (Ged Baru);80;52;CSGE601020;06.00.12.01-2024;Dasar-Dasar Pemrograman 1;DDP 1 F;Lulu Ilmaknun Qurotaini, M.DataSc;Senin, 13:00 - 14:40;Senin;13:00 - 14:40;13:00;14:40;S1 - Sistem Informasi
295;A6.09 (Ged Baru);80;3;CSGE603091;06.00.12.01-2024;Metodologi Penelitian & Penulisan Ilmiah;MPPI A;Prof. Dr. Putu Wuri Handayani, S.Kom., M.Sc.;Selasa, 10:00 - 11:40;Selasa;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
296;A6.09 (Ged Baru);80;33;CSGE602040;01.00.12.01-2024;Struktur Data & Algoritma;SDA E;Ir. Suryana Setiawan, M.Sc., Ph.D.;Selasa, 13:00 - 14:40;Selasa;13:00 - 14:40;13:00;14:40;S1 - Ilmu Komputer
297;A6.09 (Ged Baru);80;33;CSGE602040;01.00.12.01-2024;Struktur Data & Algoritma;SDA E;Ammar Fathin Sabili, S.Kom., Ph.D.;Selasa, 13:00 - 14:40;Selasa;13:00 - 14:40;13:00;14:40;S1 - Ilmu Komputer
298;A6.09 (Ged Baru);80;30;CSGE602040;01.00.12.01-2024;Struktur Data & Algoritma;SDA F;Ir. Suryana Setiawan, M.Sc., Ph.D.;Selasa, 15:00 - 16:40;Selasa;15:00 - 16:40;15:00;16:40;S1 - Ilmu Komputer
299;A6.09 (Ged Baru);80;29;CSIM102113;06.00.12.01-2024;Pengantar Statistika;Pengstat D;Larastri Kumaralalita, S.Kom., M.Sc., Ph.D.;Rabu, 10:00 - 11:40;Rabu;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
